date,card_number,type,amount
2018-07-03,4849754242900131,R,27
2019-05-04,4205450265404048,E,626
2018-12-06,30330187147462,F,892
2018-04-14,4196489474520,R,615
2019-02-27,3563280468069407,E,767
2017-11-13,2701617255220823,B,485
2020-06-19,30469888767440,E,857
2020-05-07,4806857146767893,E,33
2019-05-17,4977909190696586,C,425
2018-11-17,4168734191293780,F,439
2018-08-30,3532267462946472,B,354
2018-05-01,589196495933,R,311
2020-02-26,4810439834544407332,E,51
2020-03-09,30191990820350,B,475
2019-03-11,4111403198123501,E,403
2019-03-27,3501941382641861,B,143
2019-04-11,6011382402518324,E,634
2018-09-28,3545885662279223,C,538
2019-03-01,3586893824777647,B,764
2018-01-25,213117103880873,B,562
2019-09-04,4658548859218195,R,365
2019-10-12,501854051783,E,287
2020-05-18,4539886213127453,B,447
2018-04-13,213101583455927,T,670
2018-07-13,4981143914941268,F,899
2020-03-11,4461281580671375054,B,545
2019-08-09,676351727992,T,818
2019-12-22,4412009256051603399,B,504
2017-10-26,4391449422632,E,468
2019-03-28,4794320267453854,C,97
2019-06-16,213123984558406,E,255
2019-11-16,4205271096225,B,740
2017-10-10,3538798732636687,B,684
2019-02-17,6505112948791447,B,216
2018-10-19,502024988029,C,703
2020-01-20,36299277705048,B,296
2018-04-10,4422698288838587,R,249
2019-10-24,5155068721408424,E,257
2018-02-13,4219156071390743,F,497
2018-05-16,6011182997749023,B,83
2017-10-27,370626767571544,C,544
2020-08-16,502009489688,F,527
2020-03-26,2322149234174813,T,545
2018-05-20,3510154324019241,R,145
2017-10-30,3552721705363585,R,353
2017-10-30,6571364764868051,B,465
2019-10-30,5272954786845386,T,320
2019-03-05,4510476768094440,E,408
2018-06-26,3513739438159193,T,221
2020-03-04,180091781627196,B,851
2019-02-07,38552328411125,B,575
2017-12-08,373034822602767,T,562
2017-10-04,30320968331740,R,977
2018-01-07,374650624881637,F,652
2019-12-21,4415298772015665095,C,386
2017-12-07,2230235426151080,T,635
2018-03-13,5357036715935690,C,152
2019-04-18,567094904784,C,637
2018-01-30,36011027223291,B,502
2019-04-03,4383050533892723185,R,655
2018-01-01,30044821860600,C,654
2019-10-05,4481504459344979940,T,481
2019-07-25,180018184188120,T,114
2020-02-10,4056225362176960160,T,734
2018-12-10,4720226542373932902,C,530
2019-02-16,30151743397320,T,857
2020-05-02,569651652582,R,417
2019-08-27,3541428632477009,R,968
2017-10-17,4973456396384629,C,717
2019-01-06,4314251555103904,R,8
2019-09-14,4704290073561,F,218
2018-01-29,4466847108603633,T,706
2019-05-24,30433928690160,B,123
2020-02-01,4411005815522203513,T,990
2018-06-28,4620951152362097,B,551
2019-09-07,6531187810878702,E,605
2019-06-30,3549162046226288,T,732
2019-07-21,213187582697916,B,813
2019-09-13,2237691394036252,E,549
2019-09-11,38108145495583,R,247
2019-05-03,30358542502808,C,555
2020-03-06,30258119995080,F,344
2018-03-22,180080178926089,E,17
2018-10-21,4845813618759127,T,139
2018-09-05,3586123896934623,F,697
2018-03-07,5382639009515877,R,228
2018-08-03,3537115986375253,F,81
2018-10-07,3506370393199989,F,512
2020-08-05,4729074386939,F,611
2019-09-30,4183033433469782,E,592
2019-04-16,4015153379171,E,521
2017-10-11,4148398509684414,E,483
2019-11-17,3544829567203210,R,241
2018-08-04,4077067794722408491,B,39
2019-01-22,4194634191569676,E,304
2018-06-10,4295819224046218,B,664
2018-08-07,38109060973554,B,409
2019-08-19,180099878002306,B,39
2020-09-11,180057818976351,C,982
2019-10-25,4630402693746665138,E,709
2019-09-09,6011550730411020,T,647
2020-01-25,180070978178072,E,85
2020-03-31,3523185540442515,F,154
2019-01-11,3585758906469085,E,746
2018-05-10,6501767258131445,R,980
2018-06-14,4973782887614619490,T,224
2018-07-08,4697275911854295,C,733
2020-07-16,3501091103391998,R,263
2019-09-02,4755039533670525898,F,800
2018-09-15,4539571028953,R,765
2017-11-16,4262612120796120,R,187
2018-07-11,343075911898599,T,273
2018-11-23,4633938966444596,F,400
2018-08-24,30321795378193,R,389
2020-06-07,30088172185539,T,436
2018-03-22,4403074345747696294,E,702
2019-09-15,30460434876132,T,115
2020-06-09,213147766339222,R,462
2017-10-24,4508448411298758621,C,70
2020-05-28,4704666044315517058,F,649
2018-08-04,4752993012728521,F,500
2020-04-04,3587620684741457,R,839
2019-07-15,4077554540636673,C,293
2017-10-13,3504442776794017,T,174
2018-09-20,3509307350206180,E,228
2020-03-02,4603877490976,B,821
2019-08-07,675900056192,B,47
2019-06-15,5366292494993652,T,376
2018-06-03,30083908327257,R,829
2019-01-08,374702207329847,B,451
2020-06-20,4977961574064691,E,15
2019-12-31,3513320077027098,B,818
2018-02-02,4665692206838,E,48
2019-06-24,6540931082592478,R,980
2018-06-18,6559118505275836,B,702
2017-09-23,3512586124796338,R,538
2018-12-27,348204949187297,T,877
2019-01-01,2254566396995465,R,228
2019-04-11,30095967884788,T,617
2019-03-04,371342222754316,C,303
2020-04-15,4427715078331714785,B,472
2019-10-12,3550297881538086,C,121
2019-04-18,676372099579,F,567
2017-12-07,180054690458848,C,700
2017-11-13,180058777698408,C,612
2019-03-16,213129530116813,R,226
2020-05-03,4353104602324647749,R,992
2019-06-03,4376964513790548,F,106
2018-11-17,4872905705594,R,721
2020-08-03,4470894424149527725,T,596
2018-02-26,4162885441489,E,52
2019-05-05,377805361969147,F,763
2020-02-14,2253084050984164,C,542
2020-05-30,630406914139,B,888
2017-10-04,36980225042788,E,177
2017-12-11,3538084871237144,B,17
2020-02-01,6011195887582049,C,776
2019-09-10,4493914617049222937,C,642
2017-12-26,676316805222,R,331
2018-10-18,3574047048630199,E,978
2020-08-17,2225089604888956,B,243
2020-09-08,4417817250336975871,C,927
2019-10-04,180043910730631,E,166
2020-08-01,30198889069601,E,833
2018-05-19,2258777319597892,F,9
2018-04-12,2663884855583028,E,683
2019-04-23,4335227225239778,E,121
2020-06-07,4655196122235,R,647
2018-04-06,5463044262661835,F,456
2018-10-31,3547431109529587,E,567
2018-05-11,676216712940,F,479
2018-02-08,4548018534507,R,282
2020-06-14,4912996126134,B,811
2018-07-25,4632973342290474084,B,345
2018-10-08,3578100874432531,F,470
2020-07-22,30011024798572,E,724
2019-05-27,347527068832132,B,557
2017-10-30,3517715940090718,F,735
2018-01-23,4867499945913638,C,575
2020-03-28,4744327609816624,F,561
2018-05-26,345207667308659,R,47
2018-12-02,676237666323,T,116
2019-04-07,180052927554280,B,610
2018-08-01,4218577576519516476,C,264
2018-06-01,3513308242077213,B,193
2017-11-30,373981645032988,T,777
2018-01-19,3587254500103310,C,621
2018-12-12,4042351068224,E,714
2020-03-02,560445546537,B,413
2020-09-14,060498939713,R,152
2017-12-19,4761227546213810,R,316
2020-07-25,30262237499942,T,581
2019-05-13,4313772406190706042,T,74
2020-02-25,213105521973909,C,773
2017-10-26,574588777288,T,317
2018-02-07,4521520682406226461,C,391
2019-11-13,4889705408449181,T,615
2018-11-13,2295311599970515,R,380
2019-08-02,3570528196126043,R,943
2018-02-15,6011466423979886,B,931
2018-08-08,3589078098902421,B,443
2017-09-16,3561260318323750,R,251
2019-05-27,4859299430574741,B,403
2019-12-16,4663049027376380,T,411
2019-07-16,30574412004713,E,332
2019-01-13,4185013041971203,B,746
2019-09-13,2277968922284989,R,297
2018-10-23,6596583386833232,B,989
2020-02-05,6529876153338050,R,353
2019-07-22,4767804538343547136,R,758
2018-08-04,342647206581980,C,90
2020-05-19,30480080691882,E,536
2018-08-27,4289969918608020654,T,735
2018-02-03,349736405712729,T,614
2020-04-20,180014843242259,C,586
2019-02-16,3578092946169417,T,623
2017-11-20,4507783677576197964,E,0
2018-09-21,180077821831682,R,750
2020-06-08,4935149636664069735,T,744
2017-12-03,30389185699254,C,249
2020-09-02,5207651505409185,R,942
2019-08-30,3573980206243325,T,765
2019-09-28,374209895421902,E,384
2020-05-18,30218958509368,T,634
2019-04-27,676118948295,T,169
2018-05-10,4888204551607176,R,542
2018-12-04,572885044964,E,898
2018-08-18,503803595530,C,825
2020-01-16,6011403919707547,T,574
2019-02-23,213138584891718,F,0
2018-11-06,213194290180268,C,409
2019-12-29,3597499213479162,R,822
2018-05-05,675951855336,R,8
2018-12-23,6526664585388932,C,294
2020-06-12,30412208372020,C,725
2018-06-25,676312345363,C,934
2020-05-21,6514320135194593,T,104
2019-06-17,30256382197053,E,349
2020-07-13,2720404698412482,B,297
2018-06-03,3511702397565984,C,280
2018-03-14,38019416995013,E,397
2020-08-15,38512890332315,F,779
2020-03-24,4029137042587666,T,938
2020-03-03,060454777685,R,430
2018-08-28,2720750235294316,F,272
2018-04-29,3505500803262842,C,172
2019-04-04,4401538144425,R,14
2017-11-22,373821141804953,R,776
2020-04-04,566197453897,B,7
2020-05-20,180002860030624,E,352
2018-11-19,213155825361681,B,668
2020-04-08,5518539931820790,C,763
2018-11-29,2257019265647020,B,884
2019-12-17,584572499971,R,34
2018-02-01,6011884516959211,B,517
2018-03-28,4563296831721159,E,53
2019-07-19,4155027631516758462,C,673
2019-12-26,2266288432242440,F,368
2019-10-15,3592579347599293,E,134
2018-12-18,3569208923491282,C,545
2018-04-15,5469606068779096,E,544
2020-06-16,6535825259667997,T,199
2018-08-19,6514915115796257,B,348
2019-11-26,213134495754038,B,781
2018-11-10,4396043059273981,F,868
2019-03-23,3579500493185304,R,367
2019-03-22,375101376136530,C,263
2019-02-07,30084631250329,B,128
2020-01-15,4465594608277044,F,228
2018-07-02,3518307208845709,E,490
2018-09-05,3538223003593004,T,500
2017-10-24,4764302004445464,C,303
2018-12-16,676149992510,C,887
2019-07-10,4853123163689821,R,328
2020-05-30,4458574066925234,C,760
2020-01-11,4638658051411376,C,21
2017-10-01,6592868336471256,B,32
2020-08-23,639027007033,F,897
2020-02-11,6535566967208944,T,929
2017-11-16,5133157178159494,R,244
2020-09-11,6011355917955496,R,772
2019-11-30,4301988537841060,F,574
2018-06-21,4852164469176052834,R,249
2018-11-05,2720598068026499,F,255
2019-06-01,30021112276514,F,784
2019-01-08,180080125203103,F,19
2018-07-08,6011706357800719,T,560
2019-02-22,4199430745685265,E,186
2020-01-31,4411265607213,C,104
2018-01-31,3561781806513735,B,911
2018-04-23,4951230746116311614,R,318
2018-01-21,6517284419547420,F,143
2019-08-08,502094793192,C,882
2019-11-07,5519761381306331,E,428
2018-11-24,4566325408426226295,C,519
2018-06-16,4159813376878577569,C,664
2020-02-02,6011163020129748,B,553
2019-03-01,3546743904958923,T,61
2019-08-08,4275047535731,T,900
2020-08-10,30527372129433,F,246
2018-08-15,6535931441693568,T,825
2020-02-13,573387693647,C,110
2018-07-23,4448871648280,C,780
2017-11-08,2264166371290723,F,979
2018-02-06,4115975868169,T,160
2017-10-18,630418965780,F,855
2020-06-28,375739227985926,C,105
2020-02-25,3592199306424332,F,325
2019-07-05,38506905682722,F,711
2018-06-20,3507979424286125,R,738
2020-06-09,347812991884131,F,879
2019-05-06,6507332817766704,F,880
2018-08-27,30032370147685,F,695
2018-09-11,4975386532229,E,439
2018-09-23,4227860668586,R,384
2020-06-15,3571692440740691,E,51
2018-08-17,3584990597131622,R,363
2020-09-14,676275154851,F,622
2018-11-19,676282641486,T,430
2019-03-22,676258132759,R,702
2018-06-13,3531044148933575,T,424
2018-10-02,4458705168363276,C,734
2019-12-05,4234484615004971,T,311
2019-06-11,4908437433113914036,T,603
2020-01-05,6011630024055053,T,404
2019-07-18,341653461219820,B,727
2017-10-12,676375031215,T,12
2019-10-26,6551182366793392,R,739
2018-02-10,4963053767865443,B,246
2018-09-19,374232741154220,T,976
2018-04-16,6545159140883565,E,384
2020-06-17,3529560076499119,C,841
2018-07-24,501880365090,C,662
2020-02-11,4314363663050511,T,450
2019-06-05,4332346053087911397,B,807
2019-10-09,4161960069314,R,453
2019-07-21,3570233332677724,T,742
2019-12-11,5516326242891914,E,543
2018-06-02,4361585655485204,F,53
2019-12-29,4043731759833016,E,487
2019-03-24,213101739424777,B,19
2018-09-22,2265836694346241,E,392
2018-12-08,2259056215566205,T,727
2019-04-16,4576556680154330,C,57
2019-10-14,581547786425,T,964
2020-08-21,30109002014838,C,362
2018-07-04,30353217717773,C,113
2019-08-29,4699214676028432148,C,307
2020-07-08,4749461526707668,F,98
2018-05-13,3540339179212512,R,584
2020-04-07,4834549378828172,B,278
2018-01-30,2505019915131441,C,998
2018-11-15,6011187126800738,C,13
2019-09-27,213150914294109,R,913
2020-02-16,6579921448952478,E,195
2020-08-05,213191807698865,E,873
2018-08-22,4537178893936670059,T,826
2019-07-15,378540220835036,B,635
2019-09-14,6556040925756125,E,37
2018-06-15,180053825801310,F,342
2020-02-08,4173501486595131992,T,650
2017-10-06,4077703293710447,T,343
2020-03-11,3575175710507178,R,639
2018-01-03,379478057209695,T,370
2017-10-22,4850908675024910222,E,872
2019-09-23,4175704746131224,E,239
2018-05-09,2531054976091240,B,30
2020-03-22,30221300280670,B,31
2019-07-19,349856686355434,E,399
2019-05-31,4923598101805,B,600
2019-08-15,3577062842344712,B,988
2018-03-18,4238125935736737,E,473
2019-08-09,4021967645541076,T,133
2019-05-28,4320979388949638,R,329
2018-07-19,3507073565287249,T,112
2020-03-31,5296898440047560,C,56
2020-03-17,6546655761893709,F,817
2018-10-31,630446564886,C,645
2017-09-20,4621119227381661,F,36
2018-08-08,3582410005677464,B,898
2020-01-24,341659699982543,B,26
2019-12-13,6550635592586154,E,548
2019-06-05,502004427139,R,369
2019-06-06,5115158107159730,E,618
2018-03-20,5504470802106950,B,750
2017-10-15,3555749137498585,R,381
2019-02-28,4475434010609,T,655
2017-11-30,4970588054536,C,550
2018-01-04,4112568838991378767,E,274
2018-08-07,3526157038843576,B,955
2020-03-28,3539883785045785,T,695
2019-08-26,3569837362230205,R,478
2019-12-07,377017382067188,C,71
2018-01-07,4729989686209251,C,804
2017-11-19,38923623933826,B,326
2019-04-19,3575498566942988,E,326
2017-12-21,4922666930139634,T,62
2018-05-26,5378907201238622,E,975
2020-05-23,180028389250096,B,192
2020-08-08,180030538709899,F,740
2019-09-19,349175297447591,R,33
2019-05-01,6011449409599977,T,817
2020-06-22,4319846092442793761,T,254
2019-05-23,378335084231657,R,547
2020-04-10,371159123588258,B,566
2018-11-15,675981711582,T,414
2017-10-26,349484117585709,B,42
2020-07-24,4824639386281006222,B,490
2019-02-03,4633657350820258,E,561
2017-11-27,4302028764898969,E,21
2018-12-30,4622138066134056954,E,671
2019-05-06,4737031478107847,C,974
2018-09-18,3513039606681577,B,278
2018-10-28,4127083992914,C,510
2018-12-26,4254946312596249,E,822
2020-05-06,4740466951218674552,C,390
2018-07-14,370848015898475,F,129
2018-11-27,3512820813178981,E,238
2019-08-03,5241579596371659,B,226
2020-03-21,3514135196118076,B,720
2018-05-02,6011102064739947,C,642
2018-10-09,3561273098241019,E,731
2018-03-25,3531546336205301,F,23
2019-11-17,567960201620,F,615
2017-11-17,4401751183243462703,F,178
2020-01-02,501835810646,T,150
2019-05-26,5464405164128570,R,317
2019-04-05,589537599427,T,850
2017-10-02,3539158051773406,C,884
2018-07-19,4382208587337519,R,362
2018-05-02,4402626647961152275,R,644
2020-09-13,3504563087217768,T,709
2019-10-02,3585749082626101,T,668
2018-01-18,345342104195110,F,248
2020-08-03,343004129950919,R,99
2018-05-09,4357059458096598,C,10
2019-12-29,6562212388456608,R,528
2019-04-05,2237648512435949,E,795
2019-05-17,2709069228216953,E,147
2020-06-03,2628413302856276,T,673
2020-04-21,4437055805532780711,C,937
2018-12-02,4449351829639200,F,510
2020-05-28,30028425453086,T,956
2020-02-12,3585203089383282,T,303
2020-01-28,3568545515581926,C,660
2018-03-24,3584165875629122,C,679
2018-04-18,4659323992130891796,R,771
2018-03-11,346955283446662,T,713
2018-04-09,346545072108969,C,140
2019-01-04,3505230755763973,T,859
2019-12-28,3596227547899859,T,153
2017-11-25,4629819653349726,E,263
2019-10-16,3594318824428595,R,837
2019-12-04,213143979206985,C,458
2019-05-17,4442656951035,E,541
2018-11-17,4387864486763570,F,590
2019-06-20,6591026355602795,F,994
2019-04-28,30270166296668,B,930
2018-01-20,3592362274909912,C,519
2020-04-28,3531842842619378,E,121
2019-05-23,213182098338758,T,408
2019-11-20,30063135418699,F,337
2018-10-04,3556054579386383,R,264
2018-03-26,213158582457015,R,542
2017-11-05,4133602073141900,F,691
2018-07-17,3560708274811540,T,280
2020-07-04,4552772970212,E,142
2018-08-06,3555659575172230,T,178
2019-11-07,3500374259230231,R,700
2020-01-27,2697789498652389,R,93
2020-04-19,6011769563108269,F,547
2018-07-18,4263943799289827,E,797
2019-04-18,3565588208424320,F,578
2019-08-15,3559269780184933,T,446
2020-02-29,3551815747835443,T,710
2019-08-06,30521724291058,F,707
2020-03-30,6568662877279578,B,664
2018-10-25,4984592468866660073,T,234
2017-12-14,30543860489197,E,593
2019-11-14,3574856945269566,C,199
2017-12-29,675997324529,T,570
2019-10-30,2599042547137211,C,896
2018-03-07,36073706789380,T,873
2018-06-03,3530779469360533,E,743
2018-11-27,6011566271783833,F,339
2018-10-23,3593411208183612,R,698
2018-06-30,30173703218478,R,57
2018-10-23,2225331278499789,B,596
2020-06-15,4880677053028,F,554
2019-07-31,4464549127853346,C,86
2018-03-10,30282785492073,T,518
2020-08-19,344002750040173,B,559
2019-02-18,180052909225081,C,589
2018-01-30,4706050449480994363,B,638
2020-04-13,2270431622429864,C,82
2020-04-25,060431687734,T,950
2020-07-26,4263936411166042380,R,60
2019-10-12,4719567550925376378,R,420
2020-03-25,3571199930018182,T,196
2017-12-03,6540404126239217,F,486
2019-03-09,2706712296530408,T,515
2020-04-08,3577136764206743,C,403
2020-06-01,2294890740222984,F,938
2019-03-04,4196594854840999381,B,655
2019-11-30,4737277160662983,B,466
2018-02-28,4561018950298151294,B,944
2020-06-11,180029313589708,R,114
2019-01-28,3532229952596373,F,319
2018-08-01,371716511780381,C,782
2018-07-14,30147378480605,R,514
2020-08-22,4706386231090434,T,943
2018-01-19,4817532421759293481,B,816
2019-04-27,4420978119911,R,263
2017-10-08,676225599510,F,24
2019-08-18,30047668129310,T,240
2019-06-25,3509214957065573,C,4
2018-02-12,4430357428155,C,46
2020-07-26,213109524874718,E,783
2019-10-08,30439397426580,T,398
2017-12-21,36070106666333,R,529
2018-10-23,4580612156944250,T,413
2019-01-04,4264326286953817,T,973
2018-07-31,6011139265537449,R,389
2019-10-27,341204576659391,T,242
2020-05-16,38225143835352,E,217
2018-03-22,4694141957344877,E,193
2018-10-30,374482943908382,R,783
2019-03-16,3524819854033937,F,325
2018-01-28,502007712453,F,230
2019-06-26,213101487347956,C,611
2020-06-23,213182428757891,T,746
2020-09-11,4143772315549349,F,204
2019-02-15,3516246749355566,F,532
2019-09-09,379120009184275,C,440
2019-03-19,2715587697674016,B,3
2018-04-19,4144087167866926,B,344
2018-12-05,4816512464079,C,26
2019-02-18,4097599900142115,F,412
2020-09-12,344225138896467,B,341
2019-10-01,502077027733,F,811
2020-02-09,4879896558361,E,13
2018-03-26,4943096110124211,B,424
2020-06-22,4478647193013219,B,412
2019-01-22,5331644822317503,B,793
2018-08-03,4604775288695439,E,586
2020-02-23,30590542365790,T,314
2020-08-10,342596007009974,E,3
2020-07-15,4748735103047528,E,854
2020-04-20,2226231446604154,F,500
2019-07-14,4770275972286486,B,429
2019-05-12,639068991194,C,308
2017-12-31,4712514845632729,B,42
2017-12-19,4479551155430164,T,561
2019-07-21,213164319168388,T,686
2018-04-30,3583501176248785,F,950
2017-10-11,4833177309945,E,576
2018-01-31,503878195182,E,329
2017-09-23,213144335111059,C,960
2017-11-23,6502241551962475,F,787
